trip_id,arrival_time,departure_time,stop_id,stop_sequence
57_A,00:16:00,00:16:00,57_33,17
57_A,00:17:00,00:17:00,57_35,18
57_B,00:00:00,00:00:00,57_2,1
57_B,00:01:00,00:01:00,57_4,2
57_B,00:02:00,00:02:00,57_6,3
57_B,00:03:00,00:03:00,57_8,4
57_B,00:04:00,00:04:00,57_10,5
57_B,00:05:00,00:05:00,57_12,6
57_B,00:06:00,00:06:00,57_14,7
57_B,00:07:00,00:07:00,57_16,8
57_B,00:08:00,00:08:00,57_18,9
57_B,00:09:00,00:09:00,57_20,10
57_B,00:10:00,00:10:00,57_22,11
57_B,00:11:00,00:11:00,57_24,12
57_B,00:12:00,00:12:00,57_26,13
57_B,00:13:00,00:13:00,57_28,14
57_B,00:14:00,00:14:00,57_30,15
57_B,00:15:00,00:15:00,57_32,16
57_B,00:16:00,00:16:00,57_34,17
57_B,00:17:00,00:17:00,57_36,18
58_A,00:00:00,00:00:00,58_1,1
58_A,00:01:00,00:01:00,58_3,2
58_A,00:02:00,00:02:00,58_5,3
58_A,00:03:00,00:03:00,58_7,4
58_A,00:04:00,00:04:00,58_9,5
58_A,00:05:00,00:05:00,58_11,6
58_A,00:06:00,00:06:00,58_13,7
58_A,00:07:00,00:07:00,58_15,8
58_A,00:08:00,00:08:00,58_17,9
58_A,00:09:00,00:09:00,58_19,10
58_A,00:10:00,00:10:00,58_21,11
58_A,00:11:00,00:11:00,58_23,12
58_A,00:12:00,00:12:00,58_25,13
58_A,00:13:00,00:13:00,58_27,14
58_A,00:14:00,00:14:00,58_29,15
58_A,00:15:00,00:15:00,58_31,16
58_A,00:16:00,00:16:00,58_33,17
58_A,00:17:00,00:17:00,58_35,18
58_A,00:18:00,00:18:00,58_37,19
58_B,00:00:00,00:00:00,58_2,1
58_B,00:01:00,00:01:00,58_4,2
58_B,00:02:00,00:02:00,58_6,3
58_B,00:03:00,00:03:00,58_8,4
58_B,00:04:00,00:04:00,58_10,5
58_B,00:05:00,00:05:00,58_12,6
58_B,00:06:00,00:06:00,58_14,7
58_B,00:07:00,00:07:00,58_16,8
58_B,00:08:00,00:08:00,58_18,9
58_B,00:09:00,00:09:00,58_20,10
58_B,00:10:00,00:10:00,58_22,11
58_B,00:11:00,00:11:00,58_24,12
58_B,00:12:00,00:12:00,58_26,13
58_B,00:13:00,00:13:00,58_28,14
58_B,00:14:00,00:14:00,58_30,15
58_B,00:15:00,00:15:00,58_32,16
58_B,00:16:00,00:16:00,58_34,17
58_B,00:17:00,00:17:00,58_36,18
58_B,00:18:00,00:18:00,58_38,19
